SUBEST_ID,Year,AREAkm2.x,Agro,Developed,flow,nptn,nptp,ptn,ptp,tssx,WatershedHa,manuren_kg,manurep_kg,fertilizern_kg,fertilizerp_kg,AREAkm2.y,DEPTHMNm,TIDERNGm,VOLUMm3,TidalPrism,Vol.km3,P,VoFlom3,FP,nptn.adj,nptp.adj,ptn.adj,ptp.adj,tssx.adj,manuren_kg.adj,manurep_kg.adj,fertilizern_kg.adj,fertilizerp_kg.adj,nptn.y1,nptp.y1,ptn.y1,ptp.y1,tssx.y1,manuren_kg.y1,manurep_kg.y1,fertilizern_kg.y1,fertilizerp_kg.y1,Developed.y1,Agro.y1,flow.y1
BAC01,1985,17.47,1.638732739,86.29499754,201.2731034,49466.25412,1203.297791,395986.6111,25964.34345,190580.969,14379.90472,162.7490146,36.30507376,6268.135262,1626.979811,17.47,1.53,0.31,26729100,5415700,0.0267291,10465120.77294686,26729301.2731034,10465322.04605026,0.9513540468697794,0.023142286462205966,7.615766984545515,0.4993562511434887,3.6653265815251506,0.0031300517174430195,6.982331583000779e-4,0.12055119098698523,0.031290702215198966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAC01,1987,17.47,1.43685832,86.50150211,231.9845947,53035.07338,1487.707953,409280.2774,29256.79382,245536.2318,14379.90472,157.0385206,34.44104689,170120.757,38850.09861,17.47,1.53,0.31,26729100,5415700,0.0267291,10465120.77294686,26729331.9845947,10465352.757541561,1.1756240126810842,0.032977897114836084,9.072481498812536,0.6485328888377139,5.442781006807553,0.003481059683098209,7.634517907733905e-4,3.771052517485621,0.8611868695588106,0.9513540468697794,0.023142286462205966,7.615766984545515,0.4993562511434887,3.6653265815251506,0.0031300517174430195,6.982331583000779e-4,0.12055119098698523,0.031290702215198966,86.29499754,1.638732739,201.2731034
BAC01,1989,17.47,1.245714474,86.68962605,705.024833,140291.0415,5070.968759,415179.8842,20812.10695,742131.0612,14379.90472,148.472783,33.44249915,190215.1883,35221.47993,17.47,1.53,0.31,26729100,5415700,0.0267291,10465120.77294686,26729805.024833,10465825.79777986,9.450631991783705,0.34160313495955563,27.96837384634837,1.401996604024741,49.993267382458704,0.010001790691167972,0.0022528363106648504,12.81374580051957,2.372676412302675,1.1756240126810842,0.032977897114836084,9.072481498812536,0.6485328888377139,5.442781006807553,0.003481059683098209,7.634517907733905e-4,3.771052517485621,0.8611868695588106,86.50150211,1.43685832,231.9845947
BAC01,1990,17.47,1.154542212,86.77692892,505.3408301,111125.7954,4235.609199,387941.4968,27696.81107,461996.4008,14379.90472,142.7622925,32.94317833,112462.0353,23668.20864,17.47,1.53,0.31,26729100,5415700,0.0267291,10465120.77294686,26729605.3408301,10465626.113776961,5.365794753458125,0.2045196575276272,18.732054431514396,1.3373618878675482,22.30785259719434,0.006893387420362654,0.0015906867780705162,5.430316127806654,1.1428377118663509,9.450631991783705,0.34160313495955563,27.96837384634837,1.401996604024741,49.993267382458704,0.010001790691167972,0.0022528363106648504,12.81374580051957,2.372676412302675,86.68962605,1.245714474,705.024833
BAC01,1991,17.47,1.06650343,86.85979699,158.4644788,36580.14539,1030.850398,358802.2614,18924.30145,145863.4798,14379.90472,139.9070455,32.44385508,122756.419,26599.91366,17.47,1.53,0.31,26729100,5415700,0.0267291,10465120.77294686,26729258.4644788,10465279.23742566,0.5538938371491063,0.015609059952806915,5.4329571199285684,0.286550363147884,2.208653947789658,0.002118462063231007,4.912624373298241e-4,1.8587685540796441,0.40277391158210285,5.365794753458125,0.2045196575276272,18.732054431514396,1.3373618878675482,22.30785259719434,0.006893387420362654,0.0015906867780705162,5.430316127806654,1.1428377118663509,86.77692892,1.154542212,505.3408301
BAC01,1992,17.47,0.981748405,86.93828373,231.5555996,49213.0158,1322.882887,356758.7027,17235.91646,186509.8967,14379.90472,134.1965549,31.94453067,159715.8774,41496.72337,17.47,1.53,0.31,26729100,5415700,0.0267291,10465120.77294686,26729331.5555996,10465352.32854646,1.088883491347874,0.029270007399971515,7.893616260857443,0.38136059305565034,4.126703966181795,0.002969222894614165,7.068022863459394e-4,3.5338615075689184,0.9181533845894183,0.5538938371491063,0.015609059952806915,5.4329571199285684,0.286550363147884,2.208653947789658,0.002118462063231007,4.912624373298241e-4,1.8587685540796441,0.40277391158210285,86.85979699,1.06650343,158.4644788
BAC01,1993,17.47,0.900447706,87.01241795,405.4973457,79415.37636,2636.225033,350195.9856,5134.740612,337389.1767,14379.90472,131.3413079,30.5206678,165177.1895,38232.94293,17.47,1.53,0.31,26729100,5415700,0.0267291,10465120.77294686,26729505.4973457,10465526.270292562,3.0770286644023974,0.10214319145935427,13.56869582743169,0.19895069156094985,13.072483130457401,0.005088951129519032,0.0011825539836464896,6.3999564075972195,1.481373843609031,1.088883491347874,0.029270007399971515,7.893616260857443,0.38136059305565034,4.126703966181795,0.002969222894614165,7.068022863459394e-4,3.5338615075689184,0.9181533845894183,86.93828373,0.981748405,231.5555996
BAC01,1994,17.47,0.822853059,87.08213004,415.4286478,68385.88659,1724.638127,344132.8065,6137.16891,210096.0816,14379.90472,125.6308174,29.09690475,134211.3091,42061.12247,17.47,1.53,0.31,26729100,5415700,0.0267291,10465120.77294686,26729515.4286478,10465536.20159466,2.71457246408063,0.06845937668580854,13.660325062573525,0.24361444387465,8.339747663752519,0.004986905552582991,0.0011549993772527456,5.3275075050990015,1.6696129941244513,3.0770286644023974,0.10214319145935427,13.56869582743169,0.19895069156094985,13.072483130457401,0.005088951129519032,0.0011825539836464896,6.3999564075972195,1.481373843609031,87.01241795,0.900447706,405.4973457
BAC01,1995,17.47,0.749236479,87.14732575,173.8686636,37315.32959,940.8907084,329335.9633,5415.968756,128108.4845,14379.90472,119.9203257,27.67323734,176337.6574,39205.6595,17.47,1.53,0.31,26729100,5415700,0.0267291,10465120.77294686,26729273.8686636,10465294.64161046,0.6199506760001198,0.015631801651596014,5.47153288801986,0.08998000361699948,2.128373042386569,0.001992336334710893,4.597585599416048e-4,2.9296444949183558,0.6513563025467441,2.71457246408063,0.06845937668580854,13.660325062573525,0.24361444387465,8.339747663752519,0.004986905552582991,0.0011549993772527456,5.3275075050990015,1.6696129941244513,87.08213004,0.822853059,415.4286478
BAC01,1996,17.47,0.679869984,87.20791083,716.5020204,136391.5002,5160.544228,335781.8207,5275.744937,539739.8966,14379.90472,114.2098351,26.24937429,225596.231,49481.049,17.47,1.53,0.31,26729100,5415700,0.0267291,10465120.77294686,26729816.5020204,10465837.27496726,9.337502857265925,0.3532961834376624,22.987969965918772,0.36118294286086117,36.951150323096996,0.007818923173440686,0.0017970592527753254,15.444550785510923,3.3875236780921862,0.6199506760001198,0.015631801651596014,5.47153288801986,0.08998000361699948,2.128373042386569,0.001992336334710893,4.597585599416048e-4,2.9296444949183558,0.6513563025467441,87.14732575,0.749236479,173.8686636
BAC01,1997,17.47,0.615025588,87.26379104,219.4755295,52639.6301,2159.694727,246265.209,3728.94468,240268.1354,14379.90472,108.4993434,24.82560852,242794.1162,48548.30694,17.47,1.53,0.31,26729100,5415700,0.0267291,10465120.77294686,26729319.4755295,10465340.24847636,1.1039402842696533,0.04529237774526177,5.164589574674569,0.0782021500197626,5.038821002171433,0.0022754110499736725,5.206341548121161e-4,5.091795005923251,1.0181384569447038,9.337502857265925,0.3532961834376624,22.987969965918772,0.36118294286086117,36.951150323096996,0.007818923173440686,0.0017970592527753254,15.444550785510923,3.3875236780921862,87.20791083,0.679869984,716.5020204
BAC01,1998,17.47,0.554975307,87.31487213,420.1149729,81108.83535,2901.757398,222448.2856,3600.934474,346063.4382,14379.90472,105.6440953,24.48176066,198605.3001,40481.8348,17.47,1.53,0.31,26729100,5415700,0.0267291,10465120.77294686,26729520.1149729,10465540.887919761,3.25592690620971,0.11648435027665922,8.929672768692543,0.14455119951854556,13.891917629302036,0.00424083826238115,9.827637507099328e-4,7.972551171781116,1.6250497811895481,1.1039402842696533,0.04529237774526177,5.164589574674569,0.0782021500197626,5.038821002171433,0.0022754110499736725,5.206341548121161e-4,5.091795005923251,1.0181384569447038,87.26379104,0.615025588,219.4755295
BAC01,2000,17.47,0.450345154,87.40225996,361.9902287,80075.95369,2748.54002,193277.3913,4185.750283,362609.0896,14379.90472,99.9336059,23.7941611,290176.1657,47694.55199,17.47,1.53,0.31,26729100,5415700,0.0267291,10465120.77294686,26729461.9902287,10465482.76317556,2.7697444490193988,0.09506915762469849,6.685265138977394,0.1447807747154991,12.542273514114894,0.0034566001084865416,8.230154320850564e-4,10.036893563537754,1.6497052427771044,3.25592690620971,0.11648435027665922,8.929672768692543,0.14455119951854556,13.891917629302036,0.00424083826238115,9.827637507099328e-4,7.972551171781116,1.6250497811895481,87.31487213,0.554975307,420.1149729
BAC01,2002,17.47,0.368155652,87.46932036,286.0338087,69871.7367,2384.954304,191034.7758,3386.03496,287317.9552,14379.90472,97.0783589,23.10656055,195859.6998,33335.22668,17.47,1.53,0.31,26729100,5415700,0.0267291,10465120.77294686,26729386.0338087,10465406.806755561,1.9096896411024884,0.06518404642504894,5.221240370794968,0.0925449429615062,7.852790679928655,0.0026532836468992414,6.315337417946622e-4,5.353112109169932,0.9110971056570188,2.7697444490193988,0.09506915762469849,6.685265138977394,0.1447807747154991,12.542273514114894,0.0034566001084865416,8.230154320850564e-4,10.036893563537754,1.6497052427771044,87.40225996,0.450345154,361.9902287
